final_text,Sentiment,label
paychex 100 office serving approximately 554000 payroll client nationwide may 31 2009,neutral,1
operating income eur 249 mn including eur 153 mn restructuring expense,neutral,1
today 's close 81514 'm long $ tsla $ amtd $ twtr $ fb $ aapl $ celg longerterm technical swing long basis,positive,2
diluted earnings per share eps rose eur 029 eur 005,positive,2
order 26 machineroomless kone monospace elevator would installed 2006,neutral,1
kaupthing forecast finnishswedish stora enso close mill reisholz germany,neutral,1
update 3bp settle oil spillrelated claim halliburton transocean,negative,0
samsung currently occupies third place lost ground quarter dropping 18 % 111 % share overall,neutral,1
company headquartered sievi finland listed nordic exchange helsinki,neutral,1
seminar memorandum understanding cooperation signed finnish kemira company vietnam national chemical corporation,positive,2
dixons carphone profit boost strong sale,positive,2
according finnish financial service group sampo 's ceo bjârn wahlroos danish danske bank 's acquisition sampo bank eur 4bn largest cash deal finland 's economic history,neutral,1
ollipekka kallasvuo elected vice chairman board,neutral,1
17 march 2011 goldman sachs estimate negative prospect norwegian mobile operation norway 's telenor asa osl tel sweden 's teliasonera ab sto tlsn short term,negative,0
fda approves np drug move validating shire takeover deal,positive,2
current reference grade instrument challenging operate due high price complexity routine use,negative,0
altogether finnair canceled 500 flight strike,negative,0
$ tsla recall 2700 model x car stock dropping hard,negative,0
tesla recalling 2700 model x unit related faulty latch thirdrow seat fall $ 25250 level recall share 1 % $ tsla,negative,0
adp news oct 1 2008 finnish consulting engineering company poyry oyj omx poy1v said today awarded eur 52 million usd 74 extension existing consultancy engineering contract venezuel,positive,2
data processing unit collect data calculates rvr value provides data user via various interface,neutral,1
finnish group anticipates sale gain eur42m tax expense,positive,2
upmkymmene wwwupmkymmenecom produce magazine paper newsprint well fine specialty paper converting material wood product,neutral,1
nokia messaging 11 enables customer receive email 10 email account mobile phone supporting pop imap email service,neutral,1
starbucks ' digital strategy drive significant growth customer loyalty $ sbux httpstcoxk6lz3ui3k,positive,2
apriljune 2008 scanfil 's net sale totalled eur 587 mn operating profit eur 66 mn,neutral,1
upm stock fell 3 percent euro 1249 $ 1724 early afternoon trading helsinki,neutral,1
vaisala 's present weather detector measure visibility 20 km well precipitation type intensity,neutral,1
altogether finnair canceled 500 flight strike,neutral,1
guidance set 90 basis point midswaps report said,neutral,1
$ aapl broke descending channelwill hold,neutral,1
$ tsla fire 6 day row someone neeeeds,positive,2
excited working maxi first commercial deployment master maya ' said joe doering head asia south region nokia siemens network,positive,2
contrast company 's net loss third quarter 2009 contracted eur 76 million eur 256 million corresponding period year ago,positive,2
profit tax amounted eur 565 mn eur 2329 mn year ago,negative,0
standardised service met positive reception among customer well itella,positive,2
rt stockdemons think shorting close might play $ spy high beta reversinglooks worth shot,negative,0
huhtamaki oyj stock exchange release 16122008 0930 huhtamaki oyj resolved clarify group structure separating foodservice consumer good business production unit hameenlinna finland transferring business wholly owned subsidiary,neutral,1
operating profit totaled eur 55 mn eur 07 mn,positive,2
adpnews feb 3 2010 finlandbased steel maker rautaruukki oyj hel rtrks ruukki said today slipped largerthanexpected pretax loss eur 46 million usd 645 fourth quarter 2009,negative,0
sab 's chairman dig board divided inbev offer,neutral,1
comparable operating profit totaled eur 854mn eur 730mn 2004,positive,2
net sale went 1 % yearonyear eur 29 million affected business acquisition realized previous financial period effect eur 51 million review period,positive,2
sweden oversupply pharmacy,neutral,1
pretax profit rose eur 1019 mn eur 1007 corresponding period 2005,positive,2
relocation ragot already started completed next week waterqueen tortue move planned mid2008 vmc europe third quarter 2008,neutral,1
swiss bank credit suisse international act investor locomotive manufacturing plant astana administration said,neutral,1
also includes installation new equipment training startup service well service work shoe press delivered vaahto 2001,neutral,1
alexandria va may 16 kenneth bower vista calif developed ornamental design handset u patent trademark office announced,neutral,1
julyseptember 2008 yit 's net sale increased eur 9708 mn compared eur 9068 mn corresponding period 2007,positive,2
$ yoku high volume blast friday go higher httpstkscoqsal,positive,2
sophos aim raise $ 100m london ipo,positive,2
rt cash_cow $ tlt still rising rsi macd bond buying signaling bad move market $ spy $ uup,negative,0
$ sap q1 disappoints software license real problem cloud growth trail $ msft $ orcl $ goog $ crm $ adbe httpstcojndphllzq5,negative,0
companiestesco bad start xmas â kantar,negative,0
cencorp headquartered virkkala finland develops supply automation solution electronics semiconductor industry enhance productivity,neutral,1
profit tax amounted eur 565 mn eur 2329 mn year ago,neutral,1
metsabotnia sell 821 % stake uruguayan company metsaliitto 55 %,neutral,1
covered small $ mww short 799 16 loss flat day cash,positive,2
payment 2779 million litas interest longterm loan provided ragutis ' majority shareholder estonia 's le coq also added loss,negative,0
aspo also investigated sale opportunity kaukomarkkinat 's electronics business,neutral,1
net profit three month march 31 fell x20ac 103 million u $ 165 million x20ac 131 million year earlier finnish company said,negative,0
rautaruukki aim find work group 's location made redundant,neutral,1
refilehikma barclays help britain 's ftse climb higher,positive,2
profit tax decreased eur 316 mn eur 500 mn year,negative,0
tesco share price grocer face sfo investigation outcome,negative,0
tesla voluntary recall 2700 model x vehicle due back seat issue $ tsla httpstconpakc3u6gs,negative,0
barclays bond rise lender cut dividend shore capital,positive,2
$ dug weekly stochastics finally starting turn long consolidation buying,positive,2
mr priit kasak balti metsamasina 's owner said rakverebased company wish increase valmet 's market share 27 % third couple year,positive,2
earnings per share quarter also higher yearonyear 033 eur versus 027 market expectation 028 eur,positive,2
difference explained fact two shipping company stopped operating gulf finland,neutral,1
net sale decreased eur 498 million eur 599 million,negative,0
change asbuilt model design communicated subcontractor accommodate steel grc glass reinforced concrete fabrication process,neutral,1
operating profit eur 1397 mn 23 % eur 1138 mn,positive,2
netflix grows effort create loyal customer $ nflx httpstco5qxbkobphe,positive,2
purchase sum eur 10mn u $ 1297 mn,neutral,1
adpnews feb 5 2010 finnish real estate investor sponda oyj hel sda1v said today slipped net loss eur 815 million usd 118 2009 profit eur 293 million 2008,neutral,1
25 march 2011 finnish electronics contract manufacturer scanfil oyj hel scf1v said today plan merge wholly owned scanfil em group ojalayhtyma oy hit snag shareholder domestic rival rejected deal,neutral,1
$ kior god market getting crushed today got ta hold anything g recover tomorrow imagine,negative,0
talvivaara secured 10year offtake agreement 100 per cent main output nickel cobalt norilsk nickel entered longterm zinc streaming agreement nyrstar nv,positive,2
announced solution unit `` speed cooperation august shifted simonson finance chief lowend phone october,neutral,1
thanks internet consumer compare product previously finnish company competitive,neutral,1
