final_text,Sentiment
finnish waste management cleaning group lassila tikanoja oyj lt net profit went 322 mln euro $ 477 mln 2007 353 mln euro $ 523 mln 2006,neutral
operating loss increased eur 17mn loss eur 108 mn 2005,negative
jarmo honkamaa head oil refining business neste oil say situation look promising viewpoint,positive
second successful effort financial investor year,positive
$ rnn day trader flushed start going slowly,positive
fixing homebase cutting cost closing nonprofitable unit looking going forward ' said,positive
transaction strengthens position design branded good `` said fiskars president ceo heikki allonen pointing two group relatively overlapping operation,positive
financial term n't disclosed,neutral
finnish medium group talentum issued profit warning,neutral
rubin say expects capman announce 12 additional transaction 2009,neutral
update 1astrazeneca sell rare cancer drug sanofi $ 300 mln,positive
total investment project approximately eur 36m,neutral
demand sport equipment good 2005,positive
according vauramo plant 's lifting equipment suitable asian chinese truck,neutral
kraftheinz merger came together speedy 10 week,positive
igor oleg yankov currently manage moron vitim hold onto 25 % stake,neutral
kaukotelko ltd press release 19062007 1400 1 1 telko group kaukotelko expanding strategic partnership bp industrial lubricant service bp il acquiring total ownership bp 's swedish retail company moluballoy ab,positive
narrow eur2 8 9mo '09 29 october 2009 finnish software hardware developer elektrobit oyj hel ebg1v eb said today net loss narrowed eur2 8 first nine month 2009 eur35 6 period year ago,positive
vaisala also said expects net sale eur 2532 million 2010 compared eur 2522 million recorded 2009,positive
order also cover design service hardware software licence well maintenance service six year,neutral
company pay dividend eur 050 per share total eur 14mn,neutral
compared ftse 100 index rose 949 point 16 % day relative price change 04 %,neutral
tailored solution meet solel 's technical requirement result costeffective manufacturing highestquality reflector ``,positive
operating income rose eur 6964 mn eur 6003 mn 2009,positive
net sale 2010 eur 20 billion international operation accounted roughly quarter,neutral
sale volume cocacola 's market share decreased 22 % 242 %,negative
desk reach full planned strength ten person autumn 2007,neutral
one price category call preferred operator 's network another call operator ' network,neutral
veracel preparing appeal issue asked court clarification judgement,neutral
first charging station made available already 2008 whole network ready 2010,neutral
includes option additional 30 communal building site well construction supervision work construction site,neutral
operating profit fell eur 354 mn eur 688 mn 2007 including vessel sale gain eur 123 mn,neutral
largest restructuring planned italy negotiation 40 job cut initiated today company noted,negative
first solteq 's service company operating st petersburg area include maintenance material management system data collection solution,neutral
$ fb shifting 15 minute suspect take high,positive
$ wmt bullish macd crossover rsi sto going 734 $ ma50 re could run httpstkscoggcq,positive
operating profit rose eur2 4 eur1 6 year earlier,positive
ruukki signed contract deliver install steel structure bridge kyronsalmi strait savonlinna finland,positive
used control speed electric motor used industry municipal engineering power generation using renewable energy,neutral
meggitt share price tumble profit fall 'challenging year ',negative
$ imrs 's important pragmatic analysishigh price could offer headwindsbullish story intactevenif market roll,positive
top u commerce department published worsethanexpected construction spending figure november,neutral
agreement pfizer funding biotie 's research activity pde10 phosphodiesterase 10 inhibitor program since start late 2006 sole authority develop discovered compound,neutral
test conducted nokia siemens ' lte center competence espoo finland follow company 's production start lteready flexi multiradio base station 800 mhz band april 2010 complement earlier test nokia 2100 mhz 2600 mhz band,neutral
say brian burton head security vodafone uk,neutral
net cash operating activity negative eur 03 mn compared eur 309 mn 2009,neutral
total need staff cut corresponds 300 manyears,neutral
within framework partnership nokia siemens network signed initial framework purchase agreement sitronics subsidiary jsc mikron largest manufacturer exporter microelectronic component russia,positive
estimated annual value frame agreement eur 50mn,neutral
company expects net sale first half 2008 reach previous year 's level,positive
addition stake megafon telecominvest currently owns 100 % share web plus st petersburg payphones 51 % telecom equipment producer peterservis number minor asset,neutral
russia 's top container shipping group fesco finnish logistics company nurminen logistics started pilot project offering client direct intermodal transportation service finland asia pacific country fesco said statement,positive
operating profit fell eur 2326 mn eur 3286 mn,neutral
finnish silicon wafer manufacturer okmetic oyj said swung net profit 49 mln euro $ 63 mln first nine month 2006 net loss 18 mln euro $ 23 mln year earlier,positive
fiskars r founded 1649 one oldest company world largest manufacturer lightweight stainless steel scissors u,neutral
berkshire discloses unit 's tie iran open probe,negative
aim convert plant flexible manufacturer new technologically demanding product,positive
today connecting people new different way fusing advanced mobile technology personalized service enable people stay close matter,neutral
baltic country sale fell 426 %,negative
24hour news try icis news wwwiciscom click trial `` icis news,neutral
finland 71 % paper paperboard reclaimed,neutral
total 750330 new citycon share nominal value eur 135 per share subscribed december exercising abc option based company 's stock option plan 1999,neutral
